bet_id,sportsbook,type,status,odds,closing_line,ev,amount,profit,time_placed,time_settled,time_placed_iso,time_settled_iso,bet_info,tags,sports,leagues
partner_713b2877-49c1-494d-8a60-470b6e589dfd,ProphetX,straight,SETTLED_WIN,1.8250000000000002,1.8143447375935973,0.0059,50.4,41.58,03/17/2026 22:14:39 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:14:39.000Z,2026-03-18T01:46:50.497Z,under 3.5 Luguentz Dort Rebounds Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_3ac036b1-5e1f-4cbd-ac11-3709a6be291f,ProphetX,straight,SETTLED_WIN,2.0791,1.9484451293531062,0.0671,15,16.19,03/17/2026 22:14:06 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:14:06.000Z,2026-03-18T01:46:50.496Z,under 24.5 Cade Cunningham Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_ef94cd02-ea79-4f62-8586-b234efcde7d7,ProphetX,straight,SETTLED_WIN,1.8839285714285714,1.961156360109976,-0.0394,52.25,46.18,03/17/2026 22:13:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:13:37.000Z,2026-03-18T01:46:50.495Z,under 5.5 Brandon Miller Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_490a3d91-1bfa-41e6-8a6a-e57f25399c66,ProphetX,straight,SETTLED_LOSS,2.1384999999999996,2.061884650053426,0.0372,15,-15.00,03/17/2026 22:12:38 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:12:38.000Z,2026-03-18T01:46:50.495Z,under 32.5 Jalen Duren Total Points & Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_8ebac3cd-6539-43dd-846f-6d47daa3a2d0,ProphetX,straight,SETTLED_LOSS,2.0989000000000004,2.8186293860840297,-0.2553,52.25,-52.25,03/17/2026 22:10:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:10:37.000Z,2026-03-18T01:46:50.494Z,under 5.5 Justin Champagnie Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_62904345-d951-43ea-b33f-b3b20986c3e5,ProphetX,straight,SETTLED_LOSS,2.1978999999999997,2.3473796890831347,-0.0637,52.25,-52.25,03/17/2026 22:12:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:12:37.000Z,2026-03-18T01:46:50.494Z,under 5.5 Grant Williams Points Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_4ae5c01f-7314-453e-890d-d4a13e05cb33,ProphetX,straight,SETTLED_WIN,2.2573,2.4481481481481477,-0.0780,52.25,65.71,03/17/2026 22:10:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:10:37.000Z,2026-03-18T01:46:50.493Z,under 4.5 Jamir Watkins Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_b4ff1212-5e4a-4906-a9ba-84692d41edd6,ProphetX,straight,SETTLED_WIN,1.891891891891892,1.961156360109976,-0.0353,52.25,46.60,03/17/2026 22:10:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:10:36.000Z,2026-03-18T01:46:50.492Z,under 5.5 Brandon Miller Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_448365dc-d8ee-4837-8f26-46ed91682052,ProphetX,straight,SETTLED_WIN,2.2672000000000003,2.0646424750013277,0.0981,52.25,66.21,03/17/2026 22:06:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:06:37.000Z,2026-03-18T01:46:50.485Z,under 17.5 Tristan Vukcevic Total Points & Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_3722328d-1e5b-4c84-9285-a8fcc301d117,ProphetX,straight,SETTLED_LOSS,2.1780999999999997,2.0733614686415165,0.0505,2.35,-2.35,03/17/2026 22:04:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:04:37.000Z,2026-03-18T01:46:50.484Z,over 13.5 Tre Johnson Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_fce1c4ce-d4cd-41c8-8747-235b4b3b6761,ProphetX,straight,SETTLED_WIN,1.9998999999999998,2.0005168076071635,-0.0003,10.34,10.34,03/17/2026 22:04:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:04:37.000Z,2026-03-18T01:46:50.484Z,over 5.5 Miles Bridges Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_cfe3d99a-5a2d-4c54-bb78-6f36870bf162,ProphetX,straight,SETTLED_LOSS,2.089,2.6666666666666665,-0.2166,52.25,-52.25,03/17/2026 22:02:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:02:37.000Z,2026-03-18T01:46:50.483Z,under 9.5 Jaden Hardy Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_9c446841-c1e3-41b2-86ac-721b78a38b96,ProphetX,straight,SETTLED_WIN,2.089,2.005770929149707,0.0415,10.34,11.26,03/17/2026 22:01:05 GMT,03/18/2026 01:46:50 GMT,2026-03-17T22:01:05.000Z,2026-03-18T01:46:50.482Z,over 10.5 Bub Carrington Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_2b5af382-fd26-4347-9f9f-4a22989bccf0,ProphetX,straight,SETTLED_WIN,2.0791,2.005770929149707,0.0366,10.34,11.16,03/17/2026 21:59:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:59:37.000Z,2026-03-18T01:46:50.465Z,over 10.5 Bub Carrington Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_c7fcaa57-a572-444e-98d9-3e53c03030cf,ProphetX,straight,SETTLED_WIN,2.0791,2.005770929149707,0.0366,10.34,11.16,03/17/2026 21:58:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:58:37.000Z,2026-03-18T01:46:50.464Z,over 10.5 Bub Carrington Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_7abc3574-1672-4896-a110-dc926601f319,ProphetX,straight,SETTLED_LOSS,2.2077999999999998,2.3473796890831347,-0.0595,52.25,-52.25,03/17/2026 21:58:05 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:58:05.000Z,2026-03-18T01:46:50.463Z,under 5.5 Grant Williams Points Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_d051fc18-ca8f-4198-939d-f3a482498ab1,ProphetX,straight,SETTLED_LOSS,2.196741489361702,2.1653252178159064,0.0145,10.34,-10.34,03/17/2026 21:55:05 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:55:05.000Z,2026-03-18T01:46:50.424Z,over 6.5 Alex Caruso Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_e14f8565-e9b4-4b12-ba85-1c60e30da2d2,ProphetX,straight,SETTLED_LOSS,2.1978999999999997,2.1653252178159064,0.0150,10.34,-10.34,03/17/2026 21:54:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:54:37.000Z,2026-03-18T01:46:50.423Z,over 6.5 Alex Caruso Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_0e8a9cec-e1c9-4690-b47d-681c3b545ae8,ProphetX,straight,SETTLED_LOSS,2.1978999999999997,2.1653252178159064,0.0150,10.34,-10.34,03/17/2026 21:54:06 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:54:06.000Z,2026-03-18T01:46:50.422Z,over 6.5 Alex Caruso Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_fb449147-a203-4478-9039-88ee21927357,ProphetX,straight,SETTLED_WIN,1.9,1.8388022053280342,0.0333,0.75,0.67,03/17/2026 21:54:06 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:54:06.000Z,2026-03-18T01:46:50.413Z,over 4.5 Tyler Herro Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_94e98ad5-4d00-4343-94d7-210903919a90,ProphetX,straight,SETTLED_WIN,1.9,1.961156360109976,-0.0312,52.25,47.02,03/17/2026 21:54:05 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:54:05.000Z,2026-03-18T01:46:50.413Z,under 5.5 Brandon Miller Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_b9d32fbc-8932-493b-9d6f-8a3ffcd1d440,ProphetX,straight,SETTLED_LOSS,2.1186999999999996,2.8186293860840297,-0.2483,52.25,-52.25,03/17/2026 21:53:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:53:37.000Z,2026-03-18T01:46:50.412Z,under 5.5 Justin Champagnie Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_56ba8e20-c4a9-436b-97e4-54ae755ada3a,ProphetX,straight,SETTLED_WIN,2.2771,2.4481481481481477,-0.0699,5.35,6.83,03/17/2026 21:53:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:53:37.000Z,2026-03-18T01:46:50.411Z,under 4.5 Jamir Watkins Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_a74bbe65-1c57-4a16-8784-e7ae69268761,ProphetX,straight,SETTLED_LOSS,1.9611650485436896,1.6905370843989769,0.1601,10.34,-10.34,03/17/2026 21:53:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:53:37.000Z,2026-03-18T01:46:50.411Z,over 4.5 Jamir Watkins Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_8703b3cc-5a56-4d5a-8391-16cb87623230,ProphetX,straight,SETTLED_LOSS,2.0296000000000003,2.055526659825407,-0.0126,10.34,-10.34,03/17/2026 21:53:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:53:36.000Z,2026-03-18T01:46:50.410Z,over 9.5 Jamir Watkins Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_56851f25-3645-43f8-984b-54d5652b3a31,ProphetX,straight,SETTLED_WIN,1.9801980198019802,1.9531573695786446,0.0138,10.34,10.14,03/17/2026 21:50:05 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:50:05.000Z,2026-03-18T01:46:50.410Z,over 14.5 Will Riley Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_9dba2395-4896-40b3-a5dc-e0062ebc8be3,ProphetX,straight,SETTLED_LOSS,2.1186999999999996,2.055035242092524,0.0310,0.88,-0.88,03/17/2026 21:49:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:49:36.000Z,2026-03-18T01:46:50.409Z,over 8.5 Moussa Diabaté Points Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_2c0ffa72-2496-45a8-8a59-b55318a5090d,ProphetX,straight,SETTLED_LOSS,1.8839285714285714,1.8069121822755743,0.0426,52.25,-52.25,03/17/2026 21:49:38 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:49:38.000Z,2026-03-18T01:46:50.409Z,under 8.5 Paolo Banchero Rebounds Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_d12aa759-bd31-4a42-a89f-a62c9c69f8de,ProphetX,straight,SETTLED_WIN,1.9801980198019802,1.9531573695786446,0.0138,10.34,10.14,03/17/2026 21:49:05 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:49:05.000Z,2026-03-18T01:46:50.408Z,over 14.5 Will Riley Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_2d27b2cf-f376-4c3e-9da3-6dcccfc4f4d3,ProphetX,straight,SETTLED_WIN,1.9801980198019802,1.9531573695786446,0.0138,10.34,10.14,03/17/2026 21:48:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:48:37.000Z,2026-03-18T01:46:50.408Z,over 14.5 Will Riley Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_fc54246b-4f45-4d01-8edd-9127f338af15,ProphetX,straight,SETTLED_WIN,2.0098000000000003,2.0005168076071635,0.0046,10.34,10.44,03/17/2026 21:47:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:47:36.000Z,2026-03-18T01:46:50.407Z,over 5.5 Miles Bridges Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_60e169da-6aed-4871-8b06-c418f0057f35,ProphetX,straight,SETTLED_WIN,1.9801980198019802,1.9531573695786446,0.0138,10.34,10.14,03/17/2026 21:47:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:47:37.000Z,2026-03-18T01:46:50.407Z,over 14.5 Will Riley Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_f491a7db-b6a9-4cde-bc30-193d916aba17,ProphetX,straight,SETTLED_LOSS,1.9705882352941178,1.9324942612833689,0.0197,1.02,-1.02,03/17/2026 21:45:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:45:36.000Z,2026-03-18T01:46:50.406Z,under 14.5 Ajay Mitchell Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_5824aa42-80f9-4f1d-a1b7-d00e84b268d9,ProphetX,straight,SETTLED_WIN,2.089,2.005770929149707,0.0415,10.34,11.27,03/17/2026 21:45:05 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:45:05.000Z,2026-03-18T01:46:50.406Z,over 10.5 Bub Carrington Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_2890dfc1-0f8f-4a02-818f-3352d29209d2,ProphetX,straight,SETTLED_LOSS,2.1484,2.1653252178159064,-0.0078,10.34,-10.34,03/17/2026 21:42:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:42:37.000Z,2026-03-18T01:46:50.405Z,over 6.5 Alex Caruso Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_4558c25d-0039-40f4-9a5d-635e1a30bb69,ProphetX,straight,SETTLED_WIN,1.9801980198019802,1.9531573695786446,0.0138,10.34,10.14,03/17/2026 21:41:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:41:36.000Z,2026-03-18T01:46:50.404Z,over 14.5 Will Riley Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_10ce69e7-ef0f-4893-9752-d88a69b7a184,ProphetX,straight,SETTLED_LOSS,1.8684210526315792,1.8069121822755743,0.0340,52.25,-52.25,03/17/2026 21:40:38 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:40:38.000Z,2026-03-18T01:46:50.404Z,under 8.5 Paolo Banchero Rebounds Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_8e0c6104-bad6-401b-99b9-647126890366,ProphetX,straight,SETTLED_WIN,2.0988999999999995,2.005770929149707,0.0464,10.34,11.37,03/17/2026 21:39:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:39:36.000Z,2026-03-18T01:46:50.403Z,over 10.5 Bub Carrington Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_9908d640-5e16-4d37-9832-06502de2039a,ProphetX,straight,SETTLED_WIN,2.1582999999999997,2.1298558214343544,0.0134,10.34,11.98,03/17/2026 21:40:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:40:37.000Z,2026-03-18T01:46:50.403Z,over 10.5 Wendell Carter Jr. Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_b4a01b61-4bd6-49f7-bd97-8ec534ed411c,ProphetX,straight,SETTLED_LOSS,2.2177,2.3473796890831347,-0.0552,52.25,-52.25,03/17/2026 21:39:04 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:39:04.000Z,2026-03-18T01:46:50.389Z,under 5.5 Grant Williams Points Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_6b632ebc-5d58-4a1f-bf72-4655826d80dc,ProphetX,straight,SETTLED_WIN,1.9166666666666667,1.961156360109976,-0.0227,52.25,47.90,03/17/2026 21:33:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:33:37.000Z,2026-03-18T01:46:50.388Z,under 5.5 Brandon Miller Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_0d87e391-3a21-4e3e-ac34-c5330e53b373,ProphetX,straight,SETTLED_WIN,2.0593000000000004,1.9624605374004813,0.0493,10.34,10.95,03/17/2026 21:32:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:32:36.000Z,2026-03-18T01:46:50.388Z,over 3.5 Bub Carrington Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_f7a51c89-96d7-456c-ade2-4d0ea2a56e6f,ProphetX,straight,SETTLED_WIN,2.0197000000000003,2.0005168076071635,0.0096,10.34,10.54,03/17/2026 21:25:04 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:25:04.000Z,2026-03-18T01:46:50.387Z,over 5.5 Miles Bridges Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_50fac022-6313-470f-b7de-3c375a447c03,ProphetX,straight,SETTLED_LOSS,1.8250000000000002,1.7972041417970748,0.0155,10.34,-10.34,03/17/2026 21:21:04 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:21:04.000Z,2026-03-18T01:46:50.387Z,over 3.5 Pelle Larsson Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_5faf81bd-0ae8-4866-ba1d-7d57e24edb4d,ProphetX,straight,SETTLED_LOSS,1.8250000000000002,1.7972041417970748,0.0155,10.34,-10.34,03/17/2026 21:20:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:20:36.000Z,2026-03-18T01:46:50.386Z,over 3.5 Pelle Larsson Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_273a7119-f259-4ae8-b357-f80d7bf5022f,ProphetX,straight,SETTLED_LOSS,1.8250000000000002,1.7972041417970748,0.0155,10.34,-10.34,03/17/2026 21:20:04 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:20:04.000Z,2026-03-18T01:46:50.386Z,over 3.5 Pelle Larsson Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_dce9d81a-dd26-4539-af2e-c7e1cd248c19,ProphetX,straight,SETTLED_LOSS,1.8250000000000002,1.7972041417970748,0.0155,10.34,-10.34,03/17/2026 21:19:36 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:19:36.000Z,2026-03-18T01:46:50.385Z,over 3.5 Pelle Larsson Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_141d14a0-7cc5-4730-b65b-6e318b8aede1,ProphetX,straight,SETTLED_LOSS,1.8250000000000002,1.7972041417970748,0.0155,10.34,-10.34,03/17/2026 21:19:06 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:19:06.000Z,2026-03-18T01:46:50.384Z,over 3.5 Pelle Larsson Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_9aa0357c-766e-41cb-b8e4-31cb7b282721,ProphetX,straight,SETTLED_WIN,2.0296000000000003,2.0005168076071635,0.0145,10.34,10.64,03/17/2026 21:19:06 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:19:06.000Z,2026-03-18T01:46:50.383Z,over 5.5 Miles Bridges Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_f447bed8-e452-4a80-9d95-5b0b3ea69020,ProphetX,straight,SETTLED_WIN,1.98019801980198,1.9513511582982288,0.0148,20.2,19.80,03/17/2026 21:11:04 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:11:04.000Z,2026-03-18T01:46:50.373Z,under 21.5 Brandon Miller Points Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_bb52105a-d710-441c-8ee9-1e39d5f74e2f,ProphetX,straight,SETTLED_WIN,1.9801980198019802,2.0005168076071635,-0.0102,10.34,10.14,03/17/2026 21:11:05 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:11:05.000Z,2026-03-18T01:46:50.373Z,over 5.5 Miles Bridges Rebounds Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_a4cd2e25-279c-4d9a-8aca-7a7984902ae9,ProphetX,straight,SETTLED_WIN,1.9999000000000002,1.9531573695786446,0.0239,10.34,10.35,03/17/2026 21:10:37 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:37.000Z,2026-03-18T01:46:50.372Z,over 14.5 Will Riley Points Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_f08cc74d-b432-4aab-843b-41b2e1908b3e,ProphetX,straight,SETTLED_WIN,2.0692000000000004,1.9912416761417127,0.0392,10.19,10.90,03/17/2026 21:10:11 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:11.000Z,2026-03-18T01:46:50.372Z,over 8.5 Chet Holmgren Rebounds Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_7a99c188-fe4d-4b15-b0d9-58295cc531e2,ProphetX,straight,SETTLED_LOSS,1.8761061946902655,1.8069121822755743,0.0383,52.25,-52.25,03/17/2026 21:10:11 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:11.000Z,2026-03-18T01:46:50.371Z,under 8.5 Paolo Banchero Rebounds Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_a50f8941-cf5a-42bb-83dd-d43693dacfee,ProphetX,straight,SETTLED_LOSS,2.1186999999999996,2.096904472670857,0.0104,10.34,-10.34,03/17/2026 21:10:10 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:10.000Z,2026-03-18T01:46:50.370Z,over 19.5 Desmond Bane Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_ea5dfda9-96d3-46d8-8f61-b5c2bde2345d,ProphetX,straight,SETTLED_WIN,2.1681999999999997,2.1298558214343544,0.0180,10.34,12.08,03/17/2026 21:10:10 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:10.000Z,2026-03-18T01:46:50.370Z,over 10.5 Wendell Carter Jr. Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_bf8e9b6e-551a-4032-9a8e-d758aea46e77,ProphetX,straight,SETTLED_LOSS,2.1582999999999997,2.1653252178159064,-0.0032,10.34,-10.34,03/17/2026 21:10:10 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:10.000Z,2026-03-18T01:46:50.369Z,over 6.5 Alex Caruso Points Oklahoma City Thunder at Orlando Magic,,Basketball,NBA
partner_bf6e5cf3-8d5c-4817-9d42-e2962c41beaf,ProphetX,straight,SETTLED_WIN,2.0494000000000003,1.9624605374004813,0.0443,10.34,10.85,03/17/2026 21:10:09 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:09.000Z,2026-03-18T01:46:50.369Z,over 3.5 Bub Carrington Rebounds Detroit Pistons at Washington Wizards,,Basketball,NBA
partner_11571eb5-3977-430f-aa87-459a2ca11689,ProphetX,straight,SETTLED_LOSS,2.2375,2.3473796890831347,-0.0468,52.25,-52.25,03/17/2026 21:10:06 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:06.000Z,2026-03-18T01:46:50.368Z,under 5.5 Grant Williams Points Miami Heat at Charlotte Hornets,,Basketball,NBA
partner_959898ce-10f7-40c0-94f5-2d38921b924c,ProphetX,straight,SETTLED_LOSS,2.1384999999999996,2.055035242092524,0.0406,0.87,-0.87,03/17/2026 21:10:06 GMT,03/18/2026 01:46:50 GMT,2026-03-17T21:10:06.000Z,2026-03-18T01:46:50.368Z,over 8.5 Moussa Diabaté Points Miami Heat at Charlotte Hornets,,Basketball,NBA
019cfdcf-6560-70b9-ace1-af1ac80cd9e3,Novig,straight,SETTLED_WIN,1.5267175572519085,1.490207727855541,0.0245,9.49095,5.00,03/17/2026 21:59:25 GMT,03/17/2026 23:00:00 GMT,2026-03-17T21:59:25.529Z,2026-03-17T23:00:00.000Z,Under 0.5 William Nylander POWER PLAY POINTS New York Islanders @ Toronto Maple Leafs,,Ice Hockey,NHL
019cfdd4-2257-7fe1-b51a-b096d7a33437,Novig,straight,SETTLED_WIN,1.5552099533437016,1.5357246298699552,0.0127,19.9973,11.10,03/17/2026 22:04:34 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:04:34.616Z,2026-03-17T23:00:00.000Z,Under 0.5 Juraj Slafkovsky PLAYER GOALS Boston Bruins @ Montreal Canadiens,,Ice Hockey,NHL
019cfdd3-99d0-7353-ae3e-e50984da0743,Novig,straight,SETTLED_WIN,1.7182130584192439,1.7240856332125245,-0.0034,9.99876,7.18,03/17/2026 22:03:58 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:03:58.196Z,2026-03-17T23:00:00.000Z,Under 0.5 David Pastrnak PLAYER GOALS Boston Bruins @ Montreal Canadiens,,Ice Hockey,NHL
019cfdd6-a0a9-741e-ba28-441189af3b1d,Novig,straight,SETTLED_WIN,2.028397565922921,1.930491183152817,0.0507,29.99905,30.85,03/17/2026 22:07:23 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:07:23.556Z,2026-03-17T23:00:00.000Z,Over 24.5 Jeremy Swayman SAVES Boston Bruins @ Montreal Canadiens,,Ice Hockey,NHL
019cfdd2-02b9-74a5-a5d8-4ec9b320d6ed,Novig,straight,SETTLED_WIN,1.6260162601626016,1.6200616676931598,0.0037,24.99975,15.65,03/17/2026 22:02:15 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:02:15.489Z,2026-03-17T23:00:00.000Z,Under 0.5 William Nylander PLAYER GOALS New York Islanders @ Toronto Maple Leafs,,Ice Hockey,NHL
019cfddb-b975-7427-9296-d8cfa47c6eec,Novig,straight,SETTLED_LOSS,2.092050209205021,2.0765872940261447,0.0074,4.99988,-5.00,03/17/2026 22:12:56 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:12:56.699Z,2026-03-17T23:00:00.000Z,Over 27.5 Jet Greaves SAVES Carolina Hurricanes @ Columbus Blue Jackets,,Ice Hockey,NHL
019cfdd3-d842-7d4b-90a8-449339d36ecc,Novig,straight,SETTLED_LOSS,1.7182130584192439,1.6771680419108799,0.0245,19.99752,-20.00,03/17/2026 22:04:19 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:04:19.979Z,2026-03-17T23:00:00.000Z,Under 0.5 Cole Caufield PLAYER GOALS Boston Bruins @ Montreal Canadiens,,Ice Hockey,NHL
019cfdd0-3416-7ec0-9f85-37120bf3f605,Novig,straight,SETTLED_LOSS,2.320185614849188,2.111799105607155,0.0987,24.998,-25.00,03/17/2026 22:00:19 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:00:19.924Z,2026-03-17T23:00:00.000Z,Under 26.5 Joseph Woll SAVES New York Islanders @ Toronto Maple Leafs,,Ice Hockey,NHL
019cfddb-4122-7863-8a21-cdd21e47f00c,Novig,straight,SETTLED_WIN,2.0491803278688527,1.928861045963371,0.0624,9.53064,10.00,03/17/2026 22:12:27 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:12:27.907Z,2026-03-17T23:00:00.000Z,Under 27.5 Jet Greaves SAVES Carolina Hurricanes @ Columbus Blue Jackets,,Ice Hockey,NHL
019cfdd9-9d43-7fe7-a5c8-6171401bc7ad,Novig,straight,SETTLED_WIN,1.545595054095827,1.5347500386077655,0.0071,25.00008,13.64,03/17/2026 22:10:37 GMT,03/17/2026 23:00:00 GMT,2026-03-17T22:10:37.037Z,2026-03-17T23:00:00.000Z,Under 0.5 Seth Jarvis PLAYER GOALS Carolina Hurricanes @ Columbus Blue Jackets,,Ice Hockey,NHL
019cfdcd-7678-7f89-9e5f-d8b586ef20a6,Novig,straight,SETTLED_LOSS,1.9920318725099593,1.9560385216261817,0.0184,3.52404,-3.52,03/17/2026 21:57:16 GMT,03/17/2026 23:00:00 GMT,2026-03-17T21:57:16.135Z,2026-03-17T23:00:00.000Z,Under 0.5 Matthew Schaefer ASSISTS New York Islanders @ Toronto Maple Leafs,,Ice Hockey,NHL
